z,population
z019188,4786023.4094
z019189,3722820.3594
z019190,3979922.1451
z019191,4715990.1068
z019192,4948457.4458
z019193,3929884.113
z019194,4186985.8987
z019195,5080026.9209
z019196,5312494.26
z019197,4237141.5211
z019198,4494243.3068
z019199,5230311.2685
z019200,5462778.6075
z019201,2298199.7781
z019202,2970123.954
z019203,3972036.7132
z019204,4513416.0715
z019205,3079572.3555
z019206,3751496.5314
z019207,4395906.1321
z019208,4937285.4904
z019209,2859045.6424
z019210,3530969.8183
z019211,4532882.5775
z019212,5074261.9358
z019213,3597216.5774
z019214,4269140.7533
z019215,4913550.354
z019216,5454929.7123
z019217,2735989.384
z019218,3406300.9793
z019219,3977844.4457
z019220,4519223.804
z019221,3370352.0981
z019222,4040663.6934
z019223,4400118.2507
z019224,4941497.609
z019225,3296835.2483
z019226,3967146.8436
z019227,4538690.31
z019228,5080069.6683
z019229,3887996.32
z019230,4558307.9152
z019231,4917762.4726
z019232,5459141.8309
z019233,2694111.5899
z019234,3366035.7658
z019235,4163249.7139
z019236,4704629.0722
z019237,3087449.6474
z019238,3759373.8233
z019239,4401413.5883
z019240,4942792.9466
z019241,3220582.4404
z019242,3892506.6163
z019243,4689720.5644
z019244,5231099.9227
z019245,3601770.8091
z019246,4273694.9849
z019247,4915734.75
z019248,5457114.1083
z019249,3000717.0843
z019250,3671028.6796
z019251,4167142.9939
z019252,4708522.3521
z019253,3375540.7157
z019254,4045852.311
z019255,4405306.8683
z019256,4946686.2266
z019257,3527187.9349
z019258,4197499.5301
z019259,4693613.8444
z019260,5234993.2027
z019261,3889861.8774
z019262,4560173.4726
z019263,4919628.03
z019264,5461007.3883
z019265,2534893.4015
z019266,3206817.5774
z019267,4069773.3866
z019268,4611152.7448
z019269,3079572.3555
z019270,3751496.5314
z019271,4395906.1321
z019272,4937285.4904
z019273,3095739.2658
z019274,3767663.4417
z019275,4630619.2509
z019276,5171998.6091
z019277,3597216.5774
z019278,4269140.7533
z019279,4913550.354
z019280,5454929.7123
z019281,2971853.3138
z019282,3642164.9091
z019283,4075581.1191
z019284,4616960.4774
z019285,3370352.0981
z019286,4040663.6934
z019287,4400118.2507
z019288,4941497.609
z019289,3532699.1781
z019290,4203010.7734
z019291,4636426.9834
z019292,5177806.3417
z019293,3887996.32
z019294,4558307.9152
z019295,4917762.4726
z019296,5459141.8309
z019297,2865955.8109
z019298,3537879.9868
z019299,4238979.5519
z019300,4780358.9102
z019301,3087449.6474
z019302,3759373.8233
z019303,4401413.5883
z019304,4942792.9466
z019305,3392426.6615
z019306,4064350.8373
z019307,4765450.4025
z019308,5306829.7608
z019309,3601770.8091
z019310,4273694.9849
z019311,4915734.75
z019312,5457114.1083
z019313,3172561.3053
z019314,3842872.9006
z019315,4242872.8319
z019316,4784252.1902
z019317,3375540.7157
z019318,4045852.311
z019319,4405306.8683
z019320,4946686.2266
z019321,3699032.1559
z019322,4369343.7511
z019323,4769343.6825
z019324,5310723.0407
z019325,3889861.8774
z019326,4560173.4726
z019327,4919628.03
z019328,5461007.3883
z019329,2743546.6508
z019330,3000648.4365
z019331,4282719.9516
z019332,4515187.2907
z019333,3524919.2283
z019334,3782021.0139
z019335,4706589.3706
z019336,4939056.7096
z019337,3304392.5151
z019338,3561494.3008
z019339,4843565.8159
z019340,5076033.155
z019341,4042563.4501
z019342,4299665.2358
z019343,5224233.5925
z019344,5456700.9315
z019345,3161191.1767
z019346,3418292.9624
z019347,4288527.6842
z019348,4520995.0232
z019349,3795553.8907
z019350,4052655.6764
z019351,4710801.4892
z019352,4943268.8282
z019353,3722037.041
z019354,3979138.8267
z019355,4849373.5485
z019356,5081840.8875
z019357,4313198.1126
z019358,4570299.8983
z019359,5228445.711
z019360,5460913.0501
z019361,3139458.4627
z019362,3396560.2483
z019363,4473932.9524
z019364,4706400.2914
z019365,3532796.5201
z019366,3789898.3058
z019367,4712096.8268
z019368,4944564.1658
z019369,3665929.3132
z019370,3923031.0989
z019371,5000403.8029
z019372,5232871.1419
z019373,4047117.6818
z019374,4304219.4675
z019375,5226417.9885
z019376,5458885.3275
z019377,3425918.877
z019378,3683020.6626
z019379,4477826.2323
z019380,4710293.5714
z019381,3800742.5083
z019382,4057844.294
z019383,4715990.1068
z019384,4948457.4458
z019385,3952389.7275
z019386,4209491.5132
z019387,5004297.0829
z019388,5236764.4219
z019389,4315063.67
z019390,4572165.4557
z019391,5230311.2685
z019392,5462778.6075
z019393,2980240.2742
z019394,3237342.0599
z019395,4380456.625
z019396,4612923.9641
z019397,3524919.2283
z019398,3782021.0139
z019399,4706589.3706
z019400,4939056.7096
z019401,3541086.1385
z019402,3798187.9242
z019403,4941302.4893
z019404,5173769.8284
z019405,4042563.4501
z019406,4299665.2358
z019407,5224233.5925
z019408,5456700.9315
z019409,3397055.1065
z019410,3654156.8922
z019411,4386264.3575
z019412,4618731.6966
z019413,3795553.8907
z019414,4052655.6764
z019415,4710801.4892
z019416,4943268.8282
z019417,3957900.9708
z019418,4215002.7565
z019419,4947110.2218
z019420,5179577.5609
z019421,4313198.1126
z019422,4570299.8983
z019423,5228445.711
z019424,5460913.0501
z019425,3311302.6837
z019426,3568404.4693
z019427,4549662.7904
z019428,4782130.1294
z019429,3532796.5201
z019430,3789898.3058
z019431,4712096.8268
z019432,4944564.1658
z019433,3837773.5342
z019434,4094875.3199
z019435,5076133.641
z019436,5308600.98
z019437,4047117.6818
z019438,4304219.4675
z019439,5226417.9885
z019440,5458885.3275
z019441,3597763.098
z019442,3854864.8837
z019443,4553556.0704
z019444,4786023.4094
z019445,3800742.5083
z019446,4057844.294
z019447,4715990.1068
z019448,4948457.4458
z019449,4124233.9485
z019450,4381335.7342
z019451,5080026.9209
z019452,5312494.26
z019453,4315063.67
z019454,4572165.4557
z019455,5230311.2685
z019456,5462778.6075
z019457,1502426.3258
z019458,2074091.6151
z019459,4185428.0779
z019460,4626548.5495
z019461,3025539.6177
z019462,3597204.9069
z019463,4609297.4968
z019464,5050417.9685
z019465,2063272.1901
z019466,2634937.4794
z019467,4746273.9422
z019468,5187394.4138
z019469,3543183.8395
z019470,4114849.1288
z019471,5126941.7187
z019472,5568062.1903
z019473,2559004.75
z019474,3129057.4587
z019475,4191235.8104
z019476,4632356.2821
z019477,3487362.0275
z019478,4057414.7362
z019479,4613509.6154
z019480,5054630.0871
z019481,3119850.6143
z019482,3689903.323
z019483,4752081.6747
z019484,5193202.1464
z019485,4005006.2494
z019486,4575058.958
z019487,5131153.8373
z019488,5572274.3089
z019489,2025574.8183
z019490,2597240.1075
z019491,4376641.0786
z019492,4817761.5502
z019493,3033416.9095
z019494,3605082.1988
z019495,4614804.9531
z019496,5055925.4247
z019497,2552045.6688
z019498,3123710.9581
z019499,4903111.9291
z019500,5344232.4008
z019501,3547738.0712
z019502,4119403.3605
z019503,5129126.1147
z019504,5570246.5864
z019505,2842853.9445
z019506,3412906.6531
z019507,4380534.3586
z019508,4821654.8302
z019509,3492550.6452
z019510,4062603.3538
z019511,4618698.233
z019512,5059818.7047
z019513,3369324.795
z019514,3939377.5036
z019515,4907005.2091
z019516,5348125.6808
z019517,4006871.8068
z019518,4576924.5154
z019519,5133019.3947
z019520,5574139.8663
z019521,1988668.8954
z019522,2560334.1847
z019523,4283164.7513
z019524,4724285.2229
z019525,3025539.6177
z019526,3597204.9069
z019527,4609297.4968
z019528,5050417.9685
z019529,2549514.7597
z019530,3121180.049
z019531,4844010.6156
z019532,5285131.0872
z019533,3543183.8395
z019534,4114849.1288
z019535,5126941.7187
z019536,5568062.1903
z019537,2972435.5568
z019538,3542488.2654
z019539,4288972.4838
z019540,4730092.9554
z019541,3487362.0275
z019542,4057414.7362
z019543,4613509.6154
z019544,5054630.0871
z019545,3533281.4211
z019546,4103334.1297
z019547,4849818.3481
z019548,5290938.8197
z019549,4005006.2494
z019550,4575058.958
z019551,5131153.8373
z019552,5572274.3089
z019553,2393716.0558
z019554,2965381.345
z019555,4452370.9167
z019556,4893491.3883
z019557,3033416.9095
z019558,3605082.1988
z019559,4614804.9531
z019560,5055925.4247
z019561,2920186.9063
z019562,3491852.1955
z019563,4978841.7672
z019564,5419962.2388
z019565,3547738.0712
z019566,4119403.3605
z019567,5129126.1147
z019568,5570246.5864
z019569,3173143.5483
z019570,3743196.2569
z019571,4456264.1966
z019572,4897384.6683
z019573,3492550.6452
z019574,4062603.3538
z019575,4618698.233
z019576,5059818.7047
z019577,3699614.3988
z019578,4269667.1074
z019579,4982735.0472
z019580,5423855.5188
z019581,4006871.8068
z019582,4576924.5154
z019583,5133019.3947
z019584,5574139.8663
z019585,1947773.1986
z019586,2104616.0976
z019587,4496111.3164
z019588,4628319.7688
z019589,3470886.4904
z019590,3627729.3895
z019591,4919980.7353
z019592,5052189.1877
z019593,2508619.0629
z019594,2665461.9619
z019595,5056957.1807
z019596,5189165.6331
z019597,3988530.7123
z019598,4145373.6113
z019599,5437624.9572
z019600,5569833.4096
z019601,2984206.5427
z019602,3141049.4417
z019603,4501919.0489
z019604,4634127.5013
z019605,3912563.8202
z019606,4069406.7192
z019607,4924192.8539
z019608,5056401.3063
z019609,3545052.407
z019610,3701895.306
z019611,5062764.9132
z019612,5194973.3656
z019613,4430208.0421
z019614,4587050.9411
z019615,5441837.0758
z019616,5574045.5282
z019617,2470921.691
z019618,2627764.5901
z019619,4687324.3171
z019620,4819532.7695
z019621,3478763.7823
z019622,3635606.6813
z019623,4925488.1915
z019624,5057696.6439
z019625,2997392.5416
z019626,3154235.4406
z019627,5213795.1676
z019628,5346003.62
z019629,3993084.944
z019630,4149927.843
z019631,5439809.3532
z019632,5572017.8056
z019633,3268055.7371
z019634,3424898.6362
z019635,4691217.597
z019636,4823426.0494
z019637,3917752.4378
z019638,4074595.3368
z019639,4929381.4715
z019640,5061589.9239
z019641,3794526.5877
z019642,3951369.4867
z019643,5217688.4476
z019644,5349896.9
z019645,4432073.5995
z019646,4588916.4985
z019647,5443702.6332
z019648,5575911.0856
z019649,2434015.7682
z019650,2590858.6672
z019651,4593847.9897
z019652,4726056.4421
z019653,3470886.4904
z019654,3627729.3895
z019655,4919980.7353
z019656,5052189.1877
z019657,2994861.6325
z019658,3151704.5315
z019659,5154693.854
z019660,5286902.3064
z019661,3988530.7123
z019662,4145373.6113
z019663,5437624.9572
z019664,5569833.4096
z019665,3397637.3494
z019666,3554480.2484
z019667,4599655.7223
z019668,4731864.1747
z019669,3912563.8202
z019670,4069406.7192
z019671,4924192.8539
z019672,5056401.3063
z019673,3958483.2137
z019674,4115326.1128
z019675,5160501.5866
z019676,5292710.039
z019677,4430208.0421
z019678,4587050.9411
z019679,5441837.0758
z019680,5574045.5282
z019681,2839062.9285
z019682,2995905.8276
z019683,4763054.1551
z019684,4895262.6075
z019685,3478763.7823
z019686,3635606.6813
z019687,4925488.1915
z019688,5057696.6439
z019689,3365533.779
z019690,3522376.6781
z019691,5289525.0057
z019692,5421733.4581
z019693,3993084.944
z019694,4149927.843
z019695,5439809.3532
z019696,5572017.8056
z019697,3598345.3409
z019698,3755188.2399
z019699,4766947.4351
z019700,4899155.8875
z019701,3917752.4378
z019702,4074595.3368
z019703,4929381.4715
z019704,5061589.9239
z019705,4124816.1914
z019706,4281659.0905
z019707,5293418.2856
z019708,5425626.738
z019709,4432073.5995
z019710,4588916.4985
z019711,5443702.6332
z019712,5575911.0856
z019713,2493131.8564
z019714,3064797.1457
z019715,4185428.0779
z019716,4626548.5495
z019717,3274504.4339
z019718,3846169.7231
z019719,4609297.4968
z019720,5050417.9685
z019721,3053977.7207
z019722,3625643.01
z019723,4746273.9422
z019724,5187394.4138
z019725,3792148.6558
z019726,4363813.945
z019727,5126941.7187
z019728,5568062.1903
z019729,2930921.4624
z019730,3500974.171
z019731,4191235.8104
z019732,4632356.2821
z019733,3565284.1765
z019734,4135336.8851
z019735,4613509.6154
z019736,5054630.0871
z019737,3491767.3267
z019738,4061820.0354
z019739,4752081.6747
z019740,5193202.1464
z019741,4082928.3984
z019742,4652981.107
z019743,5131153.8373
z019744,5572274.3089
z019745,2889043.6683
z019746,3460708.9575
z019747,4376641.0786
z019748,4817761.5502
z019749,3282381.7258
z019750,3854047.015
z019751,4614804.9531
z019752,5055925.4247
z019753,3415514.5188
z019754,3987179.8081
z019755,4903111.9291
z019756,5344232.4008
z019757,3796702.8874
z019758,4368368.1767
z019759,5129126.1147
z019760,5570246.5864
z019761,3195649.1627
z019762,3765701.8713
z019763,4380534.3586
z019764,4821654.8302
z019765,3570472.7941
z019766,4140525.5027
z019767,4618698.233
z019768,5059818.7047
z019769,3722120.0132
z019770,4292172.7219
z019771,4907005.2091
z019772,5348125.6808
z019773,4084793.9558
z019774,4654846.6644
z019775,5133019.3947
z019776,5574139.8663
z019777,2729825.4799
z019778,3301490.7691
z019779,4283164.7513
z019780,4724285.2229
z019781,3274504.4339
z019782,3846169.7231
z019783,4609297.4968
z019784,5050417.9685
z019785,3290671.3442
z019786,3862336.6334
z019787,4844010.6156
z019788,5285131.0872
z019789,3792148.6558
z019790,4363813.945
z019791,5126941.7187
z019792,5568062.1903
z019793,3166785.3922
z019794,3736838.1008
z019795,4288972.4838
z019796,4730092.9554
z019797,3565284.1765
z019798,4135336.8851
z019799,4613509.6154
z019800,5054630.0871
z019801,3727631.2565
z019802,4297683.9651
z019803,4849818.3481
z019804,5290938.8197
z019805,4082928.3984
z019806,4652981.107
z019807,5131153.8373
z019808,5572274.3089
z019809,3060887.8893
z019810,3632553.1786
z019811,4452370.9167
z019812,4893491.3883
z019813,3282381.7258
z019814,3854047.015
z019815,4614804.9531
z019816,5055925.4247
z019817,3587358.7398
z019818,4159024.0291
z019819,4978841.7672
z019820,5419962.2388
z019821,3796702.8874
z019822,4368368.1767
z019823,5129126.1147
z019824,5570246.5864
z019825,3367493.3837
z019826,3937546.0923
z019827,4456264.1966
z019828,4897384.6683
z019829,3570472.7941
z019830,4140525.5027
z019831,4618698.233
z019832,5059818.7047
z019833,3893964.2343
z019834,4464016.9429
z019835,4982735.0472
z019836,5423855.5188
z019837,4084793.9558
z019838,4654846.6644
z019839,5133019.3947
z019840,5574139.8663
z019841,2938478.7292
z019842,3095321.6282
z019843,4496111.3164
z019844,4628319.7688
z019845,3719851.3066
z019846,3876694.2057
z019847,4919980.7353
z019848,5052189.1877
z019849,3499324.5935
z019850,3656167.4925
z019851,5056957.1807
z019852,5189165.6331
z019853,4237495.5285
z019854,4394338.4276
z019855,5437624.9572
z019856,5569833.4096
z019857,3356123.2551
z019858,3512966.1541
z019859,4501919.0489
z019860,4634127.5013
z019861,3990485.9691
z019862,4147328.8682
z019863,4924192.8539
z019864,5056401.3063
z019865,3916969.1194
z019866,4073812.0184
z019867,5062764.9132
z019868,5194973.3656
z019869,4508130.191
z019870,4664973.09
z019871,5441837.0758
z019872,5574045.5282
z019873,3334390.541
z019874,3491233.4401
z019875,4687324.3171
z019876,4819532.7695
z019877,3727728.5985
z019878,3884571.4976
z019879,4925488.1915
z019880,5057696.6439
z019881,3860861.3916
z019882,4017704.2906
z019883,5213795.1676
z019884,5346003.62
z019885,4242049.7602
z019886,4398892.6592
z019887,5439809.3532
z019888,5572017.8056
z019889,3620850.9553
z019890,3777693.8544
z019891,4691217.597
z019892,4823426.0494
z019893,3995674.5867
z019894,4152517.4858
z019895,4929381.4715
z019896,5061589.9239
z019897,4147321.8059
z019898,4304164.7049
z019899,5217688.4476
z019900,5349896.9
z019901,4509995.7484
z019902,4666838.6474
z019903,5443702.6332
z019904,5575911.0856
z019905,3175172.3526
z019906,3332015.2516
z019907,4593847.9897
z019908,4726056.4421
z019909,3719851.3066
z019910,3876694.2057
z019911,4919980.7353
z019912,5052189.1877
z019913,3736018.2169
z019914,3892861.1159
z019915,5154693.854
z019916,5286902.3064
z019917,4237495.5285
z019918,4394338.4276
z019919,5437624.9572
z019920,5569833.4096
z019921,3591987.1849
z019922,3748830.0839
z019923,4599655.7223
z019924,4731864.1747
z019925,3990485.9691
z019926,4147328.8682
z019927,4924192.8539
z019928,5056401.3063
z019929,4152833.0492
z019930,4309675.9482
z019931,5160501.5866
z019932,5292710.039
z019933,4508130.191
z019934,4664973.09
z019935,5441837.0758
z019936,5574045.5282
z019937,3506234.762
z019938,3663077.6611
z019939,4763054.1551
z019940,4895262.6075
z019941,3727728.5985
z019942,3884571.4976
z019943,4925488.1915
z019944,5057696.6439
z019945,4032705.6126
z019946,4189548.5116
z019947,5289525.0057
z019948,5421733.4581
z019949,4242049.7602
z019950,4398892.6592
z019951,5439809.3532
z019952,5572017.8056
z019953,3792695.1764
z019954,3949538.0754
z019955,4766947.4351
z019956,4899155.8875
z019957,3995674.5867
z019958,4152517.4858
z019959,4929381.4715
z019960,5061589.9239
z019961,4319166.0269
z019962,4476008.9259
z019963,5293418.2856
z019964,5425626.738
z019965,4509995.7484
z019966,4666838.6474
z019967,5443702.6332
z019968,5575911.0856
z019969,1594359.2506
z019970,2166024.5398
z019971,4258901.7163
z019972,4700022.188
z019973,3117472.5424
z019974,3689137.8317
z019975,4682771.1353
z019976,5123891.6069
z019977,2155205.1149
z019978,2726870.4041
z019979,4819747.5806
z019980,5260868.0523
z019981,3635116.7643
z019982,4206782.0536
z019983,5200415.3571
z019984,5641535.8288
z019985,2650937.6748
z019986,3220990.3834
z019987,4264709.4489
z019988,4705829.9205
z019989,3579294.9523
z019990,4149347.6609
z019991,4686983.2539
z019992,5128103.7255
z019993,3211783.5391
z019994,3781836.2477
z019995,4825555.3132
z019996,5266675.7848
z019997,4096939.1742
z019998,4666991.8828
z019999,5204627.4757
z020000,5645747.9474
z020001,2117507.7431
z020002,2689173.0323
z020003,4450114.717
z020004,4891235.1887
z020005,3125349.8343
z020006,3697015.1236
z020007,4688278.5915
z020008,5129399.0631
z020009,2643978.5936
z020010,3215643.8828
z020011,4976585.5676
z020012,5417706.0392
z020013,3639670.996
z020014,4211336.2852
z020015,5202599.7532
z020016,5643720.2248
z020017,2934786.8692
z020018,3504839.5779
z020019,4454007.997
z020020,4895128.4687
z020021,3584483.5699
z020022,4154536.2786
z020023,4692171.8715
z020024,5133292.3431
z020025,3461257.7198
z020026,4031310.4284
z020027,4980478.8476
z020028,5421599.3192
z020029,4098804.7316
z020030,4668857.4402
z020031,5206493.0331
z020032,5647613.5048
z020033,2080601.8202
z020034,2652267.1095
z020035,4356638.3897
z020036,4797758.8614
z020037,3117472.5424
z020038,3689137.8317
z020039,4682771.1353
z020040,5123891.6069
z020041,2641447.6845
z020042,3213112.9738
z020043,4917484.254
z020044,5358604.7257
z020045,3635116.7643
z020046,4206782.0536
z020047,5200415.3571
z020048,5641535.8288
z020049,3064368.4815
z020050,3634421.1902
z020051,4362446.1222
z020052,4803566.5939
z020053,3579294.9523
z020054,4149347.6609
z020055,4686983.2539
z020056,5128103.7255
z020057,3625214.3458
